,Gender,Age,Socioeconomic Status,Employment Status,Age Category
5719,Male,56.954065549231785,Very Affluent,Employed,55-64
5720,Female,33.42968080354845,Disadvantaged,Employed,25-34
5721,Male,51.19119745169464,Affluent,Employed,45-54
5722,Male,74.59697813851727,Very Affluent,Not in Labour Force,75+
5723,Female,38.54902391485549,Average,Not in Labour Force,35-44
5724,Female,40.01792543284283,Average,Employed,35-44
5725,Male,41.31668979342719,Average,Employed,35-44
5726,Female,16.833799752714278,Very Disadvantaged,Not in Labour Force,15-24
5727,Female,27.258881929068057,Disadvantaged,Employed,25-34
5728,Female,27.274817265989412,Disadvantaged,Employed,25-34
5729,Female,15.559640756814247,Very Disadvantaged,Unemployed,15-24
5730,Male,58.301528878523214,Very Affluent,Employed,55-64
5731,Female,28.730442223892286,Disadvantaged,Employed,25-34
5732,Female,29.970671237095274,Disadvantaged,Employed,25-34
5733,Male,61.14090228796941,Very Affluent,Employed,55-64
5734,Female,31.480025890163418,Disadvantaged,Employed,25-34
5735,Male,61.37030397217322,Very Affluent,Not in Labour Force,55-64
5736,Female,32.84161618345101,Disadvantaged,Employed,25-34
5737,Female,37.17843369011431,Average,Employed,35-44
5738,Male,62.50620299254785,Very Affluent,Employed,55-64
5739,Male,47.02260359610123,Affluent,Employed,45-54
5740,Male,51.420385699304205,Affluent,Employed,45-54
5741,Male,49.202435279911164,Affluent,Employed,45-54
5742,Male,67.98145403415128,Very Affluent,Not in Labour Force,65-74
5743,Female,37.32442354449895,Average,Employed,35-44
5744,Female,39.592619354390834,Average,Employed,35-44
5745,Male,41.253829868012765,Average,Employed,35-44
5746,Female,21.465630119982816,Very Disadvantaged,Employed,15-24
5747,Male,52.26910651122362,Affluent,Employed,45-54
5748,Male,78.72870874360162,Very Affluent,Not in Labour Force,75+
5749,Female,26.52700913427275,Very Disadvantaged,Employed,25-34
5750,Male,44.72499889188459,Average,Employed,45-54
5751,Female,27.88067627505137,Disadvantaged,Not in Labour Force,25-34
5752,Male,76.3409553270758,Very Affluent,Not in Labour Force,75+
5753,Female,26.246462249718903,Very Disadvantaged,Employed,25-34
5754,Female,38.965082311225174,Average,Employed,35-44
5755,Female,33.04992069114777,Disadvantaged,Employed,25-34
5756,Female,35.644014230838394,Disadvantaged,Not in Labour Force,35-44
5757,Male,55.077764705492676,Affluent,Employed,55-64
5758,Female,16.04068580004737,Very Disadvantaged,Not in Labour Force,15-24
5759,Female,40.17356482124085,Average,Employed,35-44
5760,Male,49.84600889355306,Affluent,Employed,45-54
5761,Female,20.351031917678128,Very Disadvantaged,Employed,15-24
5762,Female,34.68912267959165,Disadvantaged,Employed,35-44
5763,Female,27.238795688915808,Disadvantaged,Employed,25-34
5764,Male,51.19831958693474,Affluent,Employed,45-54
5765,Male,58.88135654865049,Very Affluent,Employed,55-64
5766,Male,82.95710434207749,Very Affluent,Not in Labour Force,75+
5767,Male,47.862198996532896,Affluent,Unemployed,45-54
5768,Male,53.771881834632396,Affluent,Employed,45-54
5769,Male,83.9197991932553,Very Affluent,Not in Labour Force,75+
5770,Male,64.80422412270295,Very Affluent,Not in Labour Force,65-74
5771,Male,62.628982940729536,Very Affluent,Unemployed,55-64
5772,Male,70.76621922305486,Very Affluent,Not in Labour Force,65-74
5773,Female,32.67717819716847,Disadvantaged,Employed,25-34
5774,Male,45.92668695976626,Affluent,Employed,45-54
5775,Female,28.70756226937739,Disadvantaged,Employed,25-34
5776,Male,44.36629524460183,Average,Employed,45-54
5777,Male,53.59262350923915,Affluent,Employed,45-54
5778,Female,37.907152847140225,Average,Unemployed,35-44
5779,Female,38.410407715061126,Average,Employed,35-44
5780,Female,35.997918304453655,Disadvantaged,Employed,35-44
5781,Male,58.879662080973986,Very Affluent,Employed,55-64
5782,Male,45.51934239126861,Affluent,Not in Labour Force,45-54
5783,Male,42.592949894388326,Average,Employed,35-44
5784,Male,71.72826581614282,Very Affluent,Not in Labour Force,65-74
5785,Female,38.644234812766456,Average,Employed,35-44
5786,Female,31.574887124424755,Disadvantaged,Employed,25-34
5787,Female,27.150101394030777,Very Disadvantaged,Employed,25-34
5788,Female,16.548132480785355,Very Disadvantaged,Not in Labour Force,15-24
5789,Male,48.052482962675754,Affluent,Employed,45-54
5790,Female,36.71108389202856,Average,Employed,35-44
5791,Male,87.23690646975953,Very Affluent,Not in Labour Force,75+
5792,Male,75.74146689604078,Very Affluent,Not in Labour Force,75+
5793,Female,39.29881286404191,Average,Employed,35-44
5794,Male,53.336115496558314,Affluent,Employed,45-54
5795,Male,48.157067070077105,Affluent,Employed,45-54
5796,Female,27.9092686427158,Disadvantaged,Not in Labour Force,25-34
5797,Male,45.88426413581601,Affluent,Employed,45-54
5798,Female,32.14131448776562,Disadvantaged,Not in Labour Force,25-34
5799,Male,48.42228608936574,Affluent,Employed,45-54
5800,Male,73.14126448918245,Very Affluent,Not in Labour Force,65-74
5801,Male,59.4151608856486,Very Affluent,Employed,55-64
5802,Female,31.925920102113288,Disadvantaged,Employed,25-34
5803,Male,67.95682211454513,Very Affluent,Not in Labour Force,65-74
5804,Male,48.16846484873078,Affluent,Employed,45-54
5805,Male,53.76229628532031,Affluent,Employed,45-54
5806,Female,36.792020187282745,Average,Employed,35-44
5807,Male,53.190049222368664,Affluent,Not in Labour Force,45-54
5808,Male,62.90650925402079,Very Affluent,Employed,55-64
5809,Male,57.11168608786513,Very Affluent,Employed,55-64
5810,Male,46.687985478745404,Affluent,Employed,45-54
5811,Female,26.00002337986953,Very Disadvantaged,Employed,25-34
5812,Male,41.53878138061413,Average,Employed,35-44
5813,Female,29.19003959762108,Disadvantaged,Not in Labour Force,25-34
5814,Female,30.875771615422767,Disadvantaged,Employed,25-34
5815,Female,39.82874481219745,Average,Employed,35-44
5816,Female,35.24729234095381,Disadvantaged,Unemployed,35-44
5817,Female,18.39853282811889,Very Disadvantaged,Unemployed,15-24
5818,Male,48.60072275589482,Affluent,Employed,45-54
5819,Male,42.45957886536718,Average,Employed,35-44
5820,Male,47.68532759348747,Affluent,Employed,45-54
5821,Female,33.69660795658482,Disadvantaged,Not in Labour Force,25-34
5822,Female,24.1080185629023,Very Disadvantaged,Employed,25-34
5823,Male,50.258538204374815,Affluent,Employed,45-54
5824,Male,48.595380371539036,Affluent,Employed,45-54
5825,Male,63.084221211211855,Very Affluent,Employed,55-64
5826,Female,33.6748180681014,Disadvantaged,Employed,25-34
5827,Female,39.80218472826567,Average,Employed,35-44
5828,Male,47.520465226352925,Affluent,Employed,45-54
5829,Male,42.05550099481424,Average,Employed,35-44
5830,Male,60.83653145336554,Very Affluent,Employed,55-64
5831,Female,39.8978043677624,Average,Employed,35-44
5832,Female,26.009121818448175,Very Disadvantaged,Employed,25-34
5833,Male,44.69008306565535,Average,Employed,45-54
5834,Male,49.28473856553172,Affluent,Employed,45-54
5835,Male,60.4381888700456,Very Affluent,Employed,55-64
5836,Female,29.724476059385218,Disadvantaged,Not in Labour Force,25-34
5837,Male,55.0318984110978,Affluent,Employed,55-64
5838,Female,24.444013934878523,Very Disadvantaged,Employed,25-34
5839,Male,48.10990590925719,Affluent,Employed,45-54
5840,Female,24.24076296404769,Very Disadvantaged,Not in Labour Force,25-34
5841,Male,60.74098386791385,Very Affluent,Employed,55-64
5842,Male,46.87058888193579,Affluent,Employed,45-54
5843,Male,62.480402244768676,Very Affluent,Employed,55-64
5844,Male,61.289127756705625,Very Affluent,Not in Labour Force,55-64
5845,Male,64.95538740827931,Very Affluent,Not in Labour Force,65-74
5846,Female,37.71257925581373,Average,Not in Labour Force,35-44
5847,Female,31.443358412362777,Disadvantaged,Employed,25-34
5848,Male,52.349348740282196,Affluent,Employed,45-54
5849,Male,55.63435779380755,Affluent,Employed,55-64
5850,Male,43.332070325393836,Average,Employed,35-44
5851,Male,43.767476532570086,Average,Employed,35-44
5852,Male,45.364326143415184,Affluent,Not in Labour Force,45-54
5853,Male,45.23332971826088,Affluent,Employed,45-54
5854,Male,74.7135317066706,Very Affluent,Not in Labour Force,75+
5855,Female,19.097016873154978,Very Disadvantaged,Unemployed,15-24
5856,Male,46.83179129479685,Affluent,Employed,45-54
5857,Male,44.96134220606602,Average,Employed,45-54
5858,Female,27.28774714601325,Disadvantaged,Not in Labour Force,25-34
5859,Male,70.83361498759274,Very Affluent,Not in Labour Force,65-74
5860,Female,38.73258803767682,Average,Employed,35-44
5861,Female,36.91283195816553,Average,Employed,35-44
5862,Male,75.15452488671517,Very Affluent,Unemployed,75+
5863,Female,20.166323608960095,Very Disadvantaged,Employed,15-24
5864,Male,66.28714084480218,Very Affluent,Not in Labour Force,65-74
5865,Male,48.514658332159804,Affluent,Not in Labour Force,45-54
5866,Male,83.4626348764389,Very Affluent,Not in Labour Force,75+
5867,Male,53.30109889039239,Affluent,Employed,45-54
5868,Female,26.915430805410452,Very Disadvantaged,Employed,25-34
5869,Male,70.66431903121027,Very Affluent,Not in Labour Force,65-74
5870,Female,37.25505033544226,Average,Employed,35-44
5871,Male,55.05464363097202,Affluent,Employed,55-64
5872,Female,15.485977312426762,Very Disadvantaged,Not in Labour Force,15-24
5873,Female,25.252536740735867,Very Disadvantaged,Not in Labour Force,25-34
5874,Male,70.80239458565438,Very Affluent,Unemployed,65-74
5875,Male,74.03919071133339,Very Affluent,Not in Labour Force,75+
5876,Male,52.133470262458886,Affluent,Employed,45-54
5877,Male,46.15750420192778,Affluent,Unemployed,45-54
5878,Male,45.42445792022977,Affluent,Employed,45-54
5879,Male,48.56704828688149,Affluent,Employed,45-54
5880,Male,41.75328275936084,Average,Employed,35-44
5881,Male,60.76096651305178,Very Affluent,Employed,55-64
5882,Female,34.39172779103726,Disadvantaged,Employed,35-44
5883,Female,17.51427520776666,Very Disadvantaged,Unemployed,15-24
5884,Male,66.34522826613244,Very Affluent,Not in Labour Force,65-74
5885,Female,19.45138018315932,Very Disadvantaged,Employed,15-24
5886,Female,30.253682470212638,Disadvantaged,Not in Labour Force,25-34
5887,Female,37.761251278767716,Average,Employed,35-44
5888,Male,49.89206984312133,Affluent,Not in Labour Force,45-54
5889,Female,37.51218046383785,Average,Employed,35-44
5890,Male,77.92423003764857,Very Affluent,Not in Labour Force,75+
5891,Female,27.166844760584127,Very Disadvantaged,Employed,25-34
5892,Male,48.05097288582702,Affluent,Employed,45-54
5893,Female,40.29111081972485,Average,Employed,35-44
5894,Male,41.13527459645384,Average,Employed,35-44
5895,Female,30.13953922342788,Disadvantaged,Employed,25-34
5896,Female,22.457324650690143,Very Disadvantaged,Employed,15-24
5897,Male,47.80518108779275,Affluent,Employed,45-54
5898,Female,22.800921430977816,Very Disadvantaged,Employed,15-24
5899,Female,31.957231133091653,Disadvantaged,Employed,25-34
5900,Male,66.16820013757723,Very Affluent,Not in Labour Force,65-74
5901,Female,21.3936610387615,Very Disadvantaged,Not in Labour Force,15-24
5902,Female,29.3763813379704,Disadvantaged,Employed,25-34
5903,Male,43.47076665239448,Average,Employed,35-44
5904,Female,25.524759218151768,Very Disadvantaged,Employed,25-34
5905,Male,52.732545274694104,Affluent,Employed,45-54
5906,Female,39.089143760957434,Average,Employed,35-44
5907,Female,41.03212945096968,Average,Employed,35-44
5908,Female,38.22048355756027,Average,Not in Labour Force,35-44
5909,Female,34.661688091605114,Disadvantaged,Employed,35-44
5910,Female,18.295776127159435,Very Disadvantaged,Employed,15-24
5911,Male,77.34879192916418,Very Affluent,Not in Labour Force,75+
5912,Female,40.677055356714135,Average,Employed,35-44
5913,Female,27.140964957566638,Very Disadvantaged,Employed,25-34
5914,Male,75.45984665518426,Very Affluent,Not in Labour Force,75+
5915,Female,40.393869996621675,Average,Employed,35-44
5916,Male,47.189929895214064,Affluent,Employed,45-54
5917,Male,44.7302782813411,Average,Employed,45-54
5918,Female,29.948388650903063,Disadvantaged,Employed,25-34
5919,Male,44.14263835241821,Average,Employed,45-54
5920,Female,28.242639166857792,Disadvantaged,Employed,25-34
5921,Male,54.58803591881796,Affluent,Employed,55-64
5922,Male,43.79336346585108,Average,Employed,35-44
5923,Female,16.970544080551672,Very Disadvantaged,Not in Labour Force,15-24
5924,Female,32.09752549704379,Disadvantaged,Unemployed,25-34
5925,Female,24.12203270054914,Very Disadvantaged,Not in Labour Force,25-34
5926,Male,41.56999575121529,Average,Employed,35-44
5927,Male,45.72428650165405,Affluent,Employed,45-54
5928,Male,52.3541556064326,Affluent,Employed,45-54
5929,Male,59.91960230227319,Very Affluent,Employed,55-64
5930,Male,49.090852657661145,Affluent,Employed,45-54
5931,Male,48.445322166971906,Affluent,Employed,45-54
5932,Male,43.15668606487193,Average,Employed,35-44
5933,Female,19.347591180923605,Very Disadvantaged,Not in Labour Force,15-24
5934,Male,45.00979430432692,Average,Employed,45-54
5935,Female,31.67885322339636,Disadvantaged,Unemployed,25-34
5936,Male,69.83721916099827,Very Affluent,Not in Labour Force,65-74
5937,Female,30.83020504534748,Disadvantaged,Not in Labour Force,25-34
5938,Female,35.328331125714705,Disadvantaged,Not in Labour Force,35-44
5939,Male,48.8946425042587,Affluent,Employed,45-54
5940,Female,37.593577216343576,Average,Employed,35-44
5941,Male,48.44454904645673,Affluent,Employed,45-54
5942,Female,17.733083810061483,Very Disadvantaged,Not in Labour Force,15-24
5943,Female,26.47772058435903,Very Disadvantaged,Employed,25-34
5944,Male,68.73635226548424,Very Affluent,Not in Labour Force,65-74
5945,Male,48.99219243205697,Affluent,Employed,45-54
5946,Female,21.941645453797,Very Disadvantaged,Employed,15-24
5947,Male,91.15673200622692,Very Affluent,Not in Labour Force,75+
5948,Male,55.7762198303682,Affluent,Employed,55-64
5949,Male,64.29939451782087,Very Affluent,Unemployed,65-74
5950,Female,32.985205814747935,Disadvantaged,Employed,25-34
5951,Female,30.37531999197872,Disadvantaged,Employed,25-34
5952,Male,48.02501694907602,Affluent,Employed,45-54
5953,Female,19.333627830177015,Very Disadvantaged,Employed,15-24
5954,Male,41.98355646649187,Average,Employed,35-44
5955,Female,28.097262838128138,Disadvantaged,Employed,25-34
5956,Male,42.432115168484145,Average,Employed,35-44
5957,Female,27.42906598383007,Disadvantaged,Employed,25-34
5958,Female,26.991196418145385,Very Disadvantaged,Employed,25-34
5959,Female,35.65184766541313,Disadvantaged,Not in Labour Force,35-44
5960,Male,49.94793586736321,Affluent,Employed,45-54
5961,Male,54.68974183490575,Affluent,Employed,55-64
5962,Female,28.264493430303133,Disadvantaged,Employed,25-34
5963,Female,34.17868017388265,Disadvantaged,Employed,35-44
5964,Female,17.9026357309399,Very Disadvantaged,Not in Labour Force,15-24
5965,Male,47.124878044629185,Affluent,Employed,45-54
5966,Female,38.830942965477256,Average,Employed,35-44
5967,Male,53.79516004020029,Affluent,Employed,45-54
5968,Male,61.386868476962846,Very Affluent,Employed,55-64
5969,Male,54.30632210955355,Affluent,Employed,55-64
5970,Female,33.084143016982814,Disadvantaged,Employed,25-34
5971,Female,23.772317004808233,Very Disadvantaged,Not in Labour Force,15-24
5972,Female,32.85128161337892,Disadvantaged,Employed,25-34
5973,Male,55.15817482671578,Affluent,Employed,55-64
5974,Female,22.398917258472338,Very Disadvantaged,Not in Labour Force,15-24
5975,Female,25.58999098443715,Very Disadvantaged,Employed,25-34
5976,Male,44.07088666648769,Average,Employed,45-54
5977,Male,51.2961201166805,Affluent,Employed,45-54
5978,Male,52.10223790320668,Affluent,Employed,45-54
5979,Male,61.38933770797955,Very Affluent,Employed,55-64
5980,Female,35.13391187214061,Disadvantaged,Employed,35-44
5981,Male,52.480312968143174,Affluent,Employed,45-54
5982,Male,85.67102124105173,Very Affluent,Not in Labour Force,75+
5983,Female,26.151021611648783,Very Disadvantaged,Employed,25-34
5984,Female,28.39100013673199,Disadvantaged,Employed,25-34
5985,Female,29.92472191638433,Disadvantaged,Not in Labour Force,25-34
5986,Male,74.83073440517416,Very Affluent,Not in Labour Force,75+
5987,Female,24.6372035493208,Very Disadvantaged,Employed,25-34
5988,Female,30.382759635098715,Disadvantaged,Employed,25-34
5989,Female,39.52577876656802,Average,Not in Labour Force,35-44
5990,Female,39.562239791569866,Average,Not in Labour Force,35-44
5991,Female,25.611980590009253,Very Disadvantaged,Employed,25-34
5992,Male,57.82330053637958,Very Affluent,Employed,55-64
5993,Male,45.6175392993227,Affluent,Employed,45-54
5994,Male,51.36414701512398,Affluent,Employed,45-54
5995,Female,34.40872256594341,Disadvantaged,Employed,35-44
5996,Male,58.55965412138917,Very Affluent,Employed,55-64
5997,Female,37.995270755826084,Average,Employed,35-44
5998,Female,40.476355685205476,Average,Employed,35-44
5999,Female,17.2225319680019,Very Disadvantaged,Unemployed,15-24
6000,Female,34.80501202990167,Disadvantaged,Employed,35-44
6001,Female,31.50835518378256,Disadvantaged,Employed,25-34
6002,Female,39.445150663137724,Average,Not in Labour Force,35-44
6003,Female,36.42697259687584,Average,Employed,35-44
6004,Female,33.129382011534176,Disadvantaged,Not in Labour Force,25-34
6005,Female,20.64689292993811,Very Disadvantaged,Employed,15-24
6006,Male,52.34754165765045,Affluent,Employed,45-54
6007,Female,34.9750451250402,Disadvantaged,Unemployed,35-44
6008,Male,51.2384343186773,Affluent,Employed,45-54
6009,Male,54.47239889357685,Affluent,Employed,55-64
6010,Female,37.932236798692365,Average,Not in Labour Force,35-44
6011,Female,26.808882050580067,Very Disadvantaged,Employed,25-34
6012,Male,46.46478519642634,Affluent,Not in Labour Force,45-54
6013,Male,52.111499768486546,Affluent,Employed,45-54
6014,Male,67.01010296966857,Very Affluent,Not in Labour Force,65-74
6015,Female,35.43731206109622,Disadvantaged,Employed,35-44
6016,Female,39.212531096954905,Average,Employed,35-44
6017,Female,22.105553159231853,Very Disadvantaged,Employed,15-24
6018,Female,26.409437433935782,Very Disadvantaged,Employed,25-34
6019,Male,49.30251682396361,Affluent,Employed,45-54
6020,Female,22.122971153517472,Very Disadvantaged,Employed,15-24
6021,Female,36.11434960859632,Disadvantaged,Not in Labour Force,35-44
6022,Female,31.878201302367,Disadvantaged,Employed,25-34
6023,Female,28.37640521003582,Disadvantaged,Employed,25-34
6024,Male,70.81240324608967,Very Affluent,Not in Labour Force,65-74
6025,Male,41.263803366308615,Average,Employed,35-44
6026,Female,17.74311819832822,Very Disadvantaged,Employed,15-24
6027,Male,55.50971027655021,Affluent,Employed,55-64
6028,Male,63.573744425129206,Very Affluent,Employed,55-64
6029,Female,30.500003080338693,Disadvantaged,Employed,25-34
6030,Male,42.99964494643903,Average,Employed,35-44
6031,Female,27.99198073999999,Disadvantaged,Employed,25-34
6032,Male,46.60863910483371,Affluent,Employed,45-54
6033,Female,36.49930660251699,Average,Employed,35-44
6034,Male,73.1222896073008,Very Affluent,Unemployed,65-74
6035,Male,57.519901042712135,Very Affluent,Not in Labour Force,55-64
6036,Female,41.04061857038341,Average,Employed,35-44
6037,Male,42.862323283251186,Average,Employed,35-44
6038,Male,46.858400143714356,Affluent,Not in Labour Force,45-54
6039,Male,61.01819368795965,Very Affluent,Not in Labour Force,55-64
6040,Female,33.92909915943109,Disadvantaged,Not in Labour Force,25-34
6041,Male,50.73064237512362,Affluent,Employed,45-54
6042,Male,53.1487261998612,Affluent,Employed,45-54
6043,Male,44.72265510878426,Average,Employed,45-54
6044,Female,34.482432696054055,Disadvantaged,Employed,35-44
6045,Female,30.928915202409453,Disadvantaged,Not in Labour Force,25-34
6046,Female,34.01617233009003,Disadvantaged,Employed,35-44
6047,Male,46.43534373459556,Affluent,Employed,45-54
6048,Female,39.95664486709611,Average,Employed,35-44
6049,Male,56.7599161882566,Very Affluent,Employed,55-64
6050,Female,40.99134767882744,Average,Employed,35-44
6051,Male,47.62264966494489,Affluent,Employed,45-54
6052,Male,57.87053802146167,Very Affluent,Employed,55-64
6053,Male,45.40376169896704,Affluent,Employed,45-54
6054,Female,32.32283769614128,Disadvantaged,Employed,25-34
6055,Female,15.625330772983148,Very Disadvantaged,Unemployed,15-24
6056,Female,17.283526934851203,Very Disadvantaged,Employed,15-24
6057,Female,36.665410158963574,Average,Not in Labour Force,35-44
6058,Male,42.578261563146924,Average,Not in Labour Force,35-44
6059,Female,39.86282617480811,Average,Not in Labour Force,35-44
6060,Female,18.589341875017816,Very Disadvantaged,Not in Labour Force,15-24
6061,Female,20.278004720909266,Very Disadvantaged,Employed,15-24
6062,Female,41.01220688301457,Average,Not in Labour Force,35-44
6063,Male,47.55440869469727,Affluent,Employed,45-54
6064,Female,27.30775043458622,Disadvantaged,Employed,25-34
6065,Female,26.271904071417694,Very Disadvantaged,Employed,25-34
6066,Female,26.707813392615545,Very Disadvantaged,Unemployed,25-34
6067,Male,72.95261962227825,Very Affluent,Not in Labour Force,65-74
6068,Male,99.371190491032,Very Affluent,Not in Labour Force,75+
6069,Female,16.6482521707581,Very Disadvantaged,Unemployed,15-24
6070,Female,26.070755749293248,Very Disadvantaged,Not in Labour Force,25-34
6071,Male,73.4447852007585,Very Affluent,Not in Labour Force,65-74
6072,Female,30.631068062869762,Disadvantaged,Employed,25-34
6073,Female,16.337232429426162,Very Disadvantaged,Not in Labour Force,15-24
6074,Female,40.179492756889665,Average,Not in Labour Force,35-44
6075,Female,26.463400683002515,Very Disadvantaged,Employed,25-34
6076,Male,42.65922934464847,Average,Employed,35-44
6077,Male,77.82631158858553,Very Affluent,Not in Labour Force,75+
6078,Female,34.567451722894646,Disadvantaged,Employed,35-44
6079,Male,60.99757093709664,Very Affluent,Employed,55-64
6080,Female,24.61219299430583,Very Disadvantaged,Unemployed,25-34
6081,Male,43.78183822626604,Average,Employed,35-44
6082,Male,51.300552545943596,Affluent,Unemployed,45-54
6083,Male,57.25240033105599,Very Affluent,Employed,55-64
6084,Male,47.99437928801293,Affluent,Employed,45-54
6085,Female,23.508285412389203,Very Disadvantaged,Employed,15-24
6086,Female,28.095401366703182,Disadvantaged,Employed,25-34
6087,Female,31.945071906454885,Disadvantaged,Employed,25-34
6088,Male,55.22050605189339,Affluent,Employed,55-64
6089,Male,53.125726929151305,Affluent,Employed,45-54
6090,Female,27.720873446416824,Disadvantaged,Employed,25-34
6091,Female,36.45063896419115,Average,Employed,35-44
6092,Male,51.55702275428132,Affluent,Employed,45-54
6093,Male,45.569282516407895,Affluent,Employed,45-54
6094,Female,24.064123242954565,Very Disadvantaged,Employed,25-34
6095,Female,34.04718722528677,Disadvantaged,Employed,35-44
6096,Male,45.47194642668977,Affluent,Employed,45-54
6097,Female,32.581621636750555,Disadvantaged,Employed,25-34
6098,Female,22.417894348829776,Very Disadvantaged,Not in Labour Force,15-24
6099,Male,42.60413292795734,Average,Employed,35-44
6100,Male,42.63326353530154,Average,Employed,35-44
6101,Female,32.34639521653826,Disadvantaged,Not in Labour Force,25-34
6102,Male,56.921805335444915,Very Affluent,Employed,55-64
6103,Male,46.65157360511198,Affluent,Employed,45-54
6104,Male,52.86751251382687,Affluent,Employed,45-54
6105,Female,17.601995028000676,Very Disadvantaged,Unemployed,15-24
6106,Female,30.71827103906606,Disadvantaged,Employed,25-34
6107,Female,37.86331850023623,Average,Employed,35-44
6108,Female,24.582691143917387,Very Disadvantaged,Employed,25-34
6109,Female,26.97118954929491,Very Disadvantaged,Employed,25-34
6110,Male,57.04651854232009,Very Affluent,Employed,55-64
6111,Male,78.9658361554215,Very Affluent,Not in Labour Force,75+
6112,Male,76.86186610192328,Very Affluent,Not in Labour Force,75+
6113,Female,27.813567104510618,Disadvantaged,Employed,25-34
6114,Female,24.579983711389815,Very Disadvantaged,Unemployed,25-34
6115,Male,65.85863275005346,Very Affluent,Not in Labour Force,65-74
6116,Male,46.789603690447144,Affluent,Employed,45-54
6117,Male,51.1542707644642,Affluent,Employed,45-54
6118,Female,31.24969065009971,Disadvantaged,Employed,25-34
6119,Male,41.701273573611545,Average,Employed,35-44
6120,Female,31.241937438001724,Disadvantaged,Employed,25-34
6121,Female,30.70478131380069,Disadvantaged,Employed,25-34
6122,Male,76.95478596618985,Very Affluent,Not in Labour Force,75+
6123,Male,70.1367431810651,Very Affluent,Not in Labour Force,65-74
6124,Female,19.209100086569233,Very Disadvantaged,Not in Labour Force,15-24
6125,Female,30.22094555240552,Disadvantaged,Employed,25-34
6126,Female,38.9832385066508,Average,Employed,35-44
6127,Female,24.536148144221485,Very Disadvantaged,Employed,25-34
6128,Female,20.73136289602287,Very Disadvantaged,Not in Labour Force,15-24
6129,Female,22.204648975319902,Very Disadvantaged,Employed,15-24
6130,Male,44.07263134408131,Average,Employed,45-54
6131,Female,19.702266553775644,Very Disadvantaged,Employed,15-24
6132,Male,71.11667574578897,Very Affluent,Not in Labour Force,65-74
6133,Male,56.72826662876039,Very Affluent,Not in Labour Force,55-64
6134,Male,50.388189022143706,Affluent,Employed,45-54
6135,Male,62.561021777641336,Very Affluent,Not in Labour Force,55-64
6136,Female,36.190866384612136,Disadvantaged,Employed,35-44
6137,Female,27.86455343039934,Disadvantaged,Employed,25-34
6138,Female,36.35854216687297,Average,Not in Labour Force,35-44
6139,Male,47.92738248544374,Affluent,Employed,45-54
6140,Male,67.4707506115298,Very Affluent,Not in Labour Force,65-74
6141,Female,23.634323449277247,Very Disadvantaged,Not in Labour Force,15-24
6142,Male,63.518137206356094,Very Affluent,Employed,55-64
6143,Female,18.167455952299374,Very Disadvantaged,Not in Labour Force,15-24
6144,Male,69.01863484544795,Very Affluent,Not in Labour Force,65-74
6145,Female,36.702382030834,Average,Not in Labour Force,35-44
6146,Male,51.797009641199374,Affluent,Employed,45-54
6147,Female,17.12918401421335,Very Disadvantaged,Not in Labour Force,15-24
6148,Female,25.917694168145555,Very Disadvantaged,Employed,25-34
6149,Male,55.990705524636425,Affluent,Unemployed,55-64
6150,Female,24.304708662838028,Very Disadvantaged,Employed,25-34
6151,Female,41.032789556686815,Average,Employed,35-44
6152,Male,59.90498405889838,Very Affluent,Not in Labour Force,55-64
6153,Male,67.02733561055663,Very Affluent,Not in Labour Force,65-74
6154,Male,58.78447297867859,Very Affluent,Not in Labour Force,55-64
6155,Female,20.123495747467707,Very Disadvantaged,Employed,15-24
6156,Male,50.60530698079759,Affluent,Employed,45-54
6157,Male,51.34304800254941,Affluent,Employed,45-54
6158,Male,45.07456708637018,Average,Employed,45-54
6159,Male,67.16443960154443,Very Affluent,Not in Labour Force,65-74
6160,Male,67.35839522949672,Very Affluent,Not in Labour Force,65-74
6161,Male,46.18970961684159,Affluent,Employed,45-54
6162,Female,27.393675606417688,Disadvantaged,Employed,25-34
6163,Male,43.70248671111712,Average,Not in Labour Force,35-44
6164,Male,46.12922783507891,Affluent,Employed,45-54
6165,Male,42.04417085341649,Average,Employed,35-44
6166,Male,58.49959754368098,Very Affluent,Employed,55-64
6167,Male,78.94940441616106,Very Affluent,Not in Labour Force,75+
6168,Male,54.41453874024904,Affluent,Employed,55-64
6169,Male,45.72575077461424,Affluent,Employed,45-54
6170,Female,38.062061807785284,Average,Employed,35-44
6171,Male,63.8989835234367,Very Affluent,Employed,55-64
6172,Female,36.954760804598415,Average,Employed,35-44
6173,Female,21.602193403455196,Very Disadvantaged,Employed,15-24
6174,Male,44.76100266588154,Average,Employed,45-54
6175,Male,72.07206525219868,Very Affluent,Not in Labour Force,65-74
6176,Male,65.7975682194668,Very Affluent,Not in Labour Force,65-74
6177,Female,24.678846380822176,Very Disadvantaged,Employed,25-34
6178,Male,57.363141845617605,Very Affluent,Employed,55-64
6179,Male,77.44399479743308,Very Affluent,Not in Labour Force,75+
6180,Female,40.17763308401931,Average,Employed,35-44
6181,Male,69.05872369173565,Very Affluent,Not in Labour Force,65-74
6182,Male,44.28239100682263,Average,Employed,45-54
6183,Female,32.383087665034054,Disadvantaged,Not in Labour Force,25-34
6184,Female,34.470432699370065,Disadvantaged,Not in Labour Force,35-44
6185,Female,19.606331974371827,Very Disadvantaged,Not in Labour Force,15-24
